   1.00000000      -79.9952698       4.73083835E-03
   2.00000000      -79.9858551       9.41483676E-03
   3.00000000      -79.9718018       1.40524590E-02
   4.00000000      -79.9531555       1.86441634E-02
   5.00000000      -79.9299622       2.31904071E-02
   6.00000000      -79.9022675       2.76916381E-02
   7.00000000      -79.8701172       3.21483053E-02
   8.00000000      -79.8335571       3.65608446E-02
   9.00000000      -79.7926254       4.09296937E-02
   10.0000000      -79.7473679       4.52552885E-02
   11.0000000      -79.6978302       4.95380536E-02
   12.0000000      -79.6440506       5.37784174E-02
   13.0000000      -79.5860748       5.79767972E-02
   14.0000000      -79.5239410       6.21336102E-02
   15.0000000      -79.4576950       6.62492663E-02
   16.0000000      -79.3873672       7.03241751E-02
   17.0000000      -79.3130112       7.43587315E-02
   18.0000000      -79.2346573       7.83533454E-02
   19.0000000      -79.1523514       8.23084116E-02
   20.0000000      -79.0661240       8.62243176E-02
   21.0000000      -78.9760208       9.01014507E-02
   22.0000000      -78.8820801       9.39401984E-02
   23.0000000      -78.7843399       9.77409333E-02
   24.0000000      -78.6828384      0.101504043    
   25.0000000      -78.5776062      0.105229892    
   26.0000000      -78.4686890      0.108918853    
   27.0000000      -78.3561172      0.112571292    
   28.0000000      -78.2399292      0.116187565    
   29.0000000      -78.1201630      0.119768031    
   30.0000000      -77.9968491      0.123313047    
   31.0000000      -77.8700256      0.126822963    
   32.0000000      -77.7397308      0.130298123    
   33.0000000      -77.6059952      0.133738875    
   34.0000000      -77.4688492      0.137145564    
   35.0000000      -77.3283310      0.140518531    
   36.0000000      -77.1844711      0.143858105    
   37.0000000      -77.0373077      0.147164613    
   38.0000000      -76.8868713      0.150438383    
   39.0000000      -76.7331924      0.153679729    
   40.0000000      -76.5763016      0.156888992    
   41.0000000      -76.4162369      0.160066471    
   42.0000000      -76.2530212      0.163212493    
   43.0000000      -76.0866928      0.166327372    
   44.0000000      -75.9172821      0.169411406    
   45.0000000      -75.7448196      0.172464907    
   46.0000000      -75.5693283      0.175488174    
   47.0000000      -75.3908463      0.178481504    
   48.0000000      -75.2094040      0.181445196    
   49.0000000      -75.0250244      0.184379548    
   50.0000000      -74.8377380      0.187284842    
   51.0000000      -74.6475754      0.190161377    
   52.0000000      -74.4545670      0.193009436    
   53.0000000      -74.2587357      0.195829287    
   54.0000000      -74.0601120      0.198621228    
   55.0000000      -73.8587265      0.201385528    
   56.0000000      -73.6546021      0.204122454    
   57.0000000      -73.4477692      0.206832275    
   58.0000000      -73.2382507      0.209515274    
   59.0000000      -73.0260773      0.212171704    
   60.0000000      -72.8112717      0.214801833    
   61.0000000      -72.5938644      0.217405915    
